City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
304,la'ie,21.6477,-157.9253,302.13,72,88,3.13,US,1689310505
305,kilsyth,55.976,-4.0592,287.93,91,100,1.49,GB,1689310505
306,sinabang,2.4803,96.3801,299.0,86,100,3.92,ID,1689310506
307,macapa,0.0389,-51.0664,300.14,94,75,2.57,BR,1689310506
308,isiro,2.7739,27.616,291.97,98,37,0.76,CD,1689310506
309,greymouth,-42.4667,171.2,284.75,91,84,4.64,NZ,1689310506
310,mcminnville,45.2101,-123.1987,299.19,50,0,3.6,US,1689310219
311,richards bay,-28.783,32.0377,287.49,85,16,1.99,ZA,1689310262
312,carloforte,39.145,8.3058,297.63,73,0,4.06,IT,1689310507
313,yarovoye,52.9273,78.58,307.69,28,31,4.4,RU,1689310507
314,malango,-2.9627,119.9001,295.9,95,100,1.35,ID,1689310508
315,usakos,-22.0,15.6,282.85,52,2,4.29,NA,1689310508
316,mount isa,-20.7333,139.5,300.02,39,0,3.6,AU,1689310508
317,bulawayo,-20.15,28.5833,278.94,85,3,5.34,ZW,1689310509
318,tostado,-29.232,-61.7692,277.89,80,5,1.6,AR,1689310509
319,port-cartier,50.0334,-66.8654,291.27,98,100,6.39,CA,1689310509
320,narvik,68.4384,17.4272,289.82,79,92,2.77,NO,1689310509
321,mount darwin,-16.7725,31.5838,280.67,87,1,1.35,ZW,1689310510
322,zhenlai,45.8495,123.2973,290.79,97,100,9.5,CN,1689310510
323,bardai,11.65,7.2333,295.86,80,100,1.94,NG,1689310510
324,pambujan,12.5642,124.9276,304.51,62,96,5.69,PH,1689310511
325,mumford,5.2618,-0.759,297.49,88,54,1.54,GH,1689310511
326,likasi,-10.9814,26.7333,282.95,82,0,1.71,CD,1689310511
327,puerto deseado,-47.7503,-65.8938,274.88,74,49,1.41,AR,1689310511
328,portland,45.5234,-122.6762,299.38,51,0,1.34,US,1689310341
329,hithadhoo,-0.6,73.0833,301.63,74,88,2.9,MV,1689310512
330,chui,-33.6971,-53.4616,281.33,76,87,4.0,UY,1689310513
331,lyantor,61.6195,72.1555,288.94,51,98,8.55,RU,1689310513
332,tsiombe,-25.3,45.4833,291.26,66,35,3.35,MG,1689310514
333,ghanzi,-21.5667,21.7833,278.72,74,5,4.12,BW,1689310514
334,gaalkacyo,6.7697,47.4308,299.09,60,74,10.89,SO,1689310515
335,cavan,53.9908,-7.3606,283.8,98,100,1.99,IE,1689310515
336,benghazi,32.1167,20.0667,298.71,78,0,4.52,LY,1689310515
337,port moresby,-9.4431,147.1797,304.83,51,20,10.29,PG,1689310516
338,cockburn town,21.4612,-71.1419,301.38,85,100,8.67,TC,1689310516
339,fada,9.5667,8.3,292.7,93,93,0.42,NG,1689310516
340,dunedin,-45.8742,170.5036,285.26,54,72,5.81,NZ,1689310333
341,ploudalmezeau,48.5333,-4.65,290.36,88,75,7.72,FR,1689310517
342,klodawa,52.2545,18.9135,290.5,61,13,3.58,PL,1689310517
343,kingston,17.997,-76.7936,302.68,78,20,6.17,JM,1689310517
344,mermoz boabab,14.7065,-17.4758,300.46,82,100,2.8,SN,1689310517
345,pinheiro,-2.5214,-45.0825,295.47,99,14,1.39,BR,1689310518
346,vilyuysk,63.7553,121.6247,295.28,37,95,5.41,RU,1689310518
347,al ghayzah,16.2079,52.176,301.47,79,88,2.08,YE,1689310518
348,xai-xai,-25.0519,33.6442,289.89,66,24,1.5,MZ,1689310519
349,shitanjing,39.2342,106.3439,297.11,37,60,8.87,CN,1689310519
350,laguna,38.421,-121.4238,302.31,42,0,3.6,US,1689310519
351,nizhnesortymskiy,62.4397,71.7603,286.84,48,100,8.46,RU,1689310519
